classification_id,user_name,workflow_id,workflow_version,task_answer,subject_ids
75783380,not-logged-in-03c09123068f4ce8e7e6,427,6.20,1,13288912
74792170,KatrinaJ,427,6.20,1,13288913
75003136,puckettka023,427,6.20,1,13288913
75061867,Todezotelle,427,6.20,1,13288913
75066663,CreamCat,427,6.20,1,13288913
75191478,MT35,427,6.20,1,13288913
74877513,Millarhannah,427,6.20,1,13288914
74878169,LeapingLizards,427,6.20,1,13288914
75066404,CreamCat,427,6.20,1,13288914
75276859,MissTuk,427,6.20,1,13288914
75729213,chateaumojo,427,6.20,1,13288914
74707853,katstott,427,6.20,1,13288915
74909240,SlynxT,427,6.20,1,13288915
75158295,Todezotelle,427,6.20,1,13288915
75179951,jenniferzhongyn,427,6.20,1,13288915
75380643,xibrev,427,6.20,1,13288915
75060788,Todezotelle,427,6.20,1,13288916
75280964,MissTuk,427,6.20,1,13288916
75326258,saffyre13,427,6.20,1,13288916
75433036,not-logged-in-28bef52139894e8a7f10,427,6.20,1,13288916
75437974,CreamCat,427,6.20,1,13288916
75004929,puckettka023,427,6.20,1,13288917
75281012,MissTuk,427,6.20,1,13288917
75431340,abi1613,427,6.20,1,13288917
75565221,applepi314,427,6.20,1,13288917
75682308,CreamCat,427,6.20,1,13288917
74811886,Mikusan,427,6.20,1,13288918
74839869,Pmason,427,6.20,1,13288918
74861368,CreamCat,427,6.20,1,13288918
74973697,naat2.0,427,6.20,1,13288918
75158466,Todezotelle,427,6.20,1,13288918
74756733,katstott,427,6.20,1,13288919
74825884,Mikusan,427,6.20,1,13288919
75181890,jimin9435,427,6.20,1,13288919
75298204,MissTuk,427,6.20,1,13288919
75431041,abi1613,427,6.20,1,13288919
74772165,ladidar,427,6.20,1,13288920
75265038,qbowen2,427,6.20,1,13288920
75372097,Kala.Katt,427,6.20,1,13288920
75381133,ElisabethB,427,6.20,1,13288920
75395637,CreamCat,427,6.20,1,13288920
74709751,LSKE1929,427,6.20,1,13288921
74850609,Mikusan,427,6.20,1,13288921
75066743,CreamCat,427,6.20,1,13288921
75340191,Thomaschristopherbarnett,427,6.20,1,13288921
75418455,mollmsd26,427,6.20,1,13288921
74860594,CreamCat,427,6.20,1,13288922
75167163,not-logged-in-ef38ac40ac189813609f,427,6.20,1,13288922
75260793,Connor.,427,6.20,1,13288922
75375308,csbird,427,6.20,1,13288922
75529126,Bates_Norman,427,6.20,1,13288922
75182677,ABOJIANG,427,6.20,1,13288923
75236829,csbird,427,6.20,1,13288923
75271976,Uganalandia,427,6.20,1,13288923
75304064,MissTuk,427,6.20,1,13288923
75372100,Kala.Katt,427,6.20,1,13288923
74752194,rules,427,6.20,1,13288924
74823653,Mikusan,427,6.20,1,13288924
74858397,CreamCat,427,6.20,1,13288924
74963802,Alyiss,427,6.20,1,13288924
75307985,MissTuk,427,6.20,1,13288924
75262333,joshreichley,427,6.20,1,13288925
75297385,MissTuk,427,6.20,0,13288925
75339137,Marie_eve_78,427,6.20,1,13288925
75528415,Bates_Norman,427,6.20,0,13288925
75717851,CreamCat,427,6.20,1,13288925
74763655,CreamCat,427,6.20,1,13288926
74790711,KatrinaJ,427,6.20,0,13288926
74842213,Mikusan,427,6.20,1,13288926
75158659,Todezotelle,427,6.20,1,13288926
75258610,qbowen2,427,6.20,1,13288926
74806234,not-logged-in-b870737bfe994995a0ec,427,6.20,1,13288927
75046189,deirdredykes,427,6.20,1,13288927
75179966,alexisbenton,427,6.20,1,13288927
75303097,MissTuk,427,6.20,1,13288927
75310050,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288927
74877696,Millarhannah,427,6.20,1,13288928
75181294,Drogin,427,6.20,1,13288928
75288076,Uganalandia,427,6.20,1,13288928
75312239,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288928
75531175,Kdeyett,427,6.20,1,13288928
74699952,Kat_Farr,427,6.20,1,13288929
75106719,Bocca117,427,6.20,1,13288929
75194317,CreamCat,427,6.20,1,13288929
75421465,maryfeyh,427,6.20,1,13288929
75431349,abi1613,427,6.20,1,13288929
74712832,katstott,427,6.20,0,13288930
74840786,Mikusan,427,6.20,1,13288930
74857930,CreamCat,427,6.20,0,13288930
74882998,LeapingLizards,427,6.20,0,13288930
75425332,chateaumojo,427,6.20,0,13288930
74881181,CreamCat,427,6.20,1,13288931
75020149,JessSanchez,427,6.20,1,13288931
75307458,MissTuk,427,6.20,1,13288931
75338947,Marie_eve_78,427,6.20,1,13288931
75539600,Learch,427,6.20,1,13288931
74673486,clumsyhaze,427,6.20,1,13288932
74978978,Kat_Farr,427,6.20,1,13288932
75018859,ElisabethB,427,6.20,1,13288932
75027995,CreamCat,427,6.20,1,13288932
75180718,susannaschatz,427,6.20,1,13288932
74826110,Mikusan,427,6.20,1,13288933
74983168,wendyd,427,6.20,1,13288933
75174237,TheTreeFrog,427,6.20,1,13288933
75236639,csbird,427,6.20,1,13288933
75429139,abi1613,427,6.20,1,13288933
74675294,durbrow,427,6.20,1,13288934
74701063,ElisabethB,427,6.20,1,13288934
75265112,maryfeyh,427,6.20,1,13288934
75709117,n1176mc172,427,6.20,1,13288934
75763740,not-logged-in-a9218075297e32473a4e,427,6.20,1,13288934
74713744,ElisabethB,427,6.20,1,13288935
74829150,Mikusan,427,6.20,1,13288935
74878619,CreamCat,427,6.20,1,13288935
75247060,Eileenrt,427,6.20,1,13288935
75275225,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288935
74857009,Mikusan,427,6.20,1,13288936
75238341,ElisabethB,427,6.20,1,13288936
75264831,kennedymarie333,427,6.20,1,13288936
75300805,MissTuk,427,6.20,0,13288936
75394843,CreamCat,427,6.20,1,13288936
74763292,CreamCat,427,6.20,1,13288937
74789118,MissTuk,427,6.20,0,13288937
75673986,applepi314,427,6.20,1,13288937
75763762,not-logged-in-a9218075297e32473a4e,427,6.20,1,13288937
75770429,not-logged-in-9f3be50653350a13cb4a,427,6.20,1,13288937
74880290,CreamCat,427,6.20,1,13288938
75020269,JessSanchez,427,6.20,1,13288938
75284824,MissTuk,427,6.20,0,13288938
75432109,abi1613,427,6.20,1,13288938
75510898,JammyGem,427,6.20,1,13288938
75262630,joshreichley,427,6.20,1,13288939
75370370,nevaeh1995,427,6.20,1,13288939
75422347,Saredi,427,6.20,1,13288939
75526828,not-logged-in-47a0bbb31d937d4f34f6,427,6.20,1,13288939
75627703,Uganalandia,427,6.20,1,13288939
74786937,warriorcatsophie,427,6.20,1,13288940
74963774,Alyiss,427,6.20,1,13288940
75181909,OneWizardfox,427,6.20,1,13288940
75280551,MissTuk,427,6.20,1,13288940
75395574,CreamCat,427,6.20,1,13288940
74786391,MissTuk,427,6.20,1,13288941
75158104,Todezotelle,427,6.20,1,13288941
75293535,Mikusan,427,6.20,1,13288941
75424385,chateaumojo,427,6.20,1,13288941
75551431,n1176mc172,427,6.20,1,13288941
75067476,CreamCat,427,6.20,1,13288942
75181285,alexisbenton,427,6.20,1,13288942
75182102,susannaschatz,427,6.20,1,13288942
75326488,saffyre13,427,6.20,1,13288942
75675555,applepi314,427,6.20,1,13288942
74844052,Mikusan,427,6.20,1,13288943
75181461,wghong22,427,6.20,1,13288943
75219993,audreys0205,427,6.20,1,13288943
75565627,applepi314,427,6.20,1,13288943
75676549,chateaumojo,427,6.20,1,13288943
75607489,CreamCat,427,6.20,1,13288944
75673751,applepi314,427,6.20,1,13288944
75709518,n1176mc172,427,6.20,0,13288944
75738395,csbird,427,6.20,1,13288944
75766229,not-logged-in-9f3be50653350a13cb4a,427,6.20,1,13288944
74877709,Millarhannah,427,6.20,1,13288945
75562189,chateaumojo,427,6.20,1,13288945
75633737,not-logged-in-bfde75b4e9bec6c3503c,427,6.20,1,13288945
75709454,n1176mc172,427,6.20,1,13288945
75775312,CreamCat,427,6.20,1,13288945
74841061,Mikusan,427,6.20,1,13288946
75029738,CreamCat,427,6.20,1,13288946
75313529,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288946
75402044,cezza,427,6.20,1,13288946
75536358,Bates_Norman,427,6.20,1,13288946
74923911,CreamCat,427,6.20,1,13288947
75057375,dhunton,427,6.20,1,13288947
75179706,alexisbenton,427,6.20,1,13288947
75212342,abi1613,427,6.20,1,13288947
75259989,Connor.,427,6.20,1,13288947
74874911,Millarhannah,427,6.20,1,13288948
75394871,CreamCat,427,6.20,0,13288948
75599440,Bates_Norman,427,6.20,0,13288948
75648584,not-logged-in-bd75978f3e51371f929b,427,6.20,0,13288948
75664735,not-logged-in-8706f15d4b1f7f5a884b,427,6.20,0,13288948
74762569,CreamCat,427,6.20,1,13288949
75184356,OneWizardfox,427,6.20,0,13288949
75275253,MissTuk,427,6.20,0,13288949
75317080,gcasarez,427,6.20,1,13288949
75650612,not-logged-in-bd75978f3e51371f929b,427,6.20,1,13288949
74763057,CreamCat,427,6.20,1,13288950
75182563,ABOJIANG,427,6.20,1,13288950
75310675,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288950
75478751,not-logged-in-7ab5aecf9bd5cf0abcf4,427,6.20,1,13288950
75645069,not-logged-in-bd75978f3e51371f929b,427,6.20,1,13288950
74858602,CreamCat,427,6.20,1,13288951
74859552,Mikusan,427,6.20,1,13288951
75061056,Todezotelle,427,6.20,1,13288951
75285962,MissTuk,427,6.20,1,13288951
75413465,20lammas,427,6.20,1,13288951
75183982,jerryburke,427,6.20,1,13288952
75641073,not-logged-in-bd75978f3e51371f929b,427,6.20,1,13288952
75708468,oseidler,427,6.20,1,13288952
75730097,applepi314,427,6.20,1,13288952
75759966,carlyann812,427,6.20,1,13288952
74788188,MissTuk,427,6.20,1,13288953
75031403,CreamCat,427,6.20,1,13288953
75529342,Bates_Norman,427,6.20,1,13288953
75730038,chateaumojo,427,6.20,1,13288953
75772999,not-logged-in-9df9f42c1340300b7c8a,427,6.20,1,13288953
74982790,LeapingLizards,427,6.20,1,13288954
75026957,CreamCat,427,6.20,1,13288954
75181253,jenniferzhongyn,427,6.20,1,13288954
75219141,not-logged-in-1566007c73488a2c33cf,427,6.20,1,13288954
75296360,MissTuk,427,6.20,1,13288954
74735265,20lammas,427,6.20,1,13288955
74762563,clarebear02,427,6.20,1,13288955
74791639,KatrinaJ,427,6.20,1,13288955
74815499,cfair0,427,6.20,1,13288955
75303571,MissTuk,427,6.20,0,13288955
74756892,katstott,427,6.20,1,13288956
75208965,abi1613,427,6.20,0,13288956
75682411,CreamCat,427,6.20,1,13288956
75756172,Natalie_Hunt,427,6.20,1,13288956
75787565,not-logged-in-9f3be50653350a13cb4a,427,6.20,1,13288956
74840731,CreamCat,427,6.20,1,13288957
75727276,chateaumojo,427,6.20,1,13288957
75745872,csbird,427,6.20,1,13288957
75756720,Natalie_Hunt,427,6.20,1,13288957
75764605,not-logged-in-9f3be50653350a13cb4a,427,6.20,1,13288957
74806464,not-logged-in-b870737bfe994995a0ec,427,6.20,1,13288958
74854814,Mikusan,427,6.20,0,13288958
74982245,LeapingLizards,427,6.20,1,13288958
75179373,Holdermann23,427,6.20,1,13288958
75312339,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288958
74756968,katstott,427,6.20,1,13288959
74860722,CreamCat,427,6.20,1,13288959
75260222,joshreichley,427,6.20,1,13288959
75292840,MissTuk,427,6.20,1,13288959
75406835,orimayer,427,6.20,1,13288959
74712254,katstott,427,6.20,1,13288960
75301284,MissTuk,427,6.20,1,13288960
75451796,chateaumojo,427,6.20,1,13288960
75531135,Kdeyett,427,6.20,1,13288960
75658974,not-logged-in-bd75978f3e51371f929b,427,6.20,1,13288960
74787243,KatrinaJ,427,6.20,1,13288961
74856328,Mikusan,427,6.20,1,13288961
74876017,Millarhannah,427,6.20,1,13288961
75025760,CreamCat,427,6.20,1,13288961
75126258,areichardt,427,6.20,1,13288961
74712837,katstott,427,6.20,1,13288962
74762243,CreamCat,427,6.20,1,13288962
75264079,joshreichley,427,6.20,1,13288962
75338548,gabbieb,427,6.20,1,13288962
75674893,applepi314,427,6.20,1,13288962
74700785,Kat_Farr,427,6.20,1,13288963
74907359,CreamCat,427,6.20,1,13288963
75109960,not-logged-in-029304fce54a024f7d09,427,6.20,1,13288963
75183284,PeterZXY,427,6.20,1,13288963
75218992,audreys0205,427,6.20,1,13288963
74675412,durbrow,427,6.20,1,13288964
74874165,katstott,427,6.20,1,13288964
74994924,ahagglund,427,6.20,1,13288964
75260026,ChrisGutridge,427,6.20,1,13288964
75260627,Connor.,427,6.20,1,13288964
74763552,CreamCat,427,6.20,1,13288965
74815525,Mikusan,427,6.20,1,13288965
75418916,mollmsd26,427,6.20,1,13288965
75563712,chateaumojo,427,6.20,1,13288965
75760777,carlyann812,427,6.20,1,13288965
74761482,CreamCat,427,6.20,1,13288966
74789590,MissTuk,427,6.20,1,13288966
75181314,OneWizardfox,427,6.20,1,13288966
75728213,chateaumojo,427,6.20,1,13288966
75760400,carlyann812,427,6.20,1,13288966
74699584,Kat_Farr,427,6.20,1,13288967
75067530,CreamCat,427,6.20,1,13288967
75206089,abi1613,427,6.20,1,13288967
75217714,audreys0205,427,6.20,1,13288967
75290703,20lammas,427,6.20,1,13288967
74866242,MT35,427,6.20,0,13288968
74983406,wendyd,427,6.20,0,13288968
75338885,Marie_eve_78,427,6.20,1,13288968
75564809,chateaumojo,427,6.20,1,13288968
75631297,applepi314,427,6.20,1,13288968
74789438,MissTuk,427,6.20,1,13288969
74791190,KatrinaJ,427,6.20,1,13288969
75067532,CreamCat,427,6.20,1,13288969
75272329,not-logged-in-ce12c3794d19e6535364,427,6.20,1,13288969
75525474,maryfeyh,427,6.20,1,13288969
75222318,audreys0205,427,6.20,1,13288970
75558083,vei,427,6.20,1,13288970
75562031,chateaumojo,427,6.20,1,13288970
75775811,CreamCat,427,6.20,1,13288970
75786276,not-logged-in-9f3be50653350a13cb4a,427,6.20,1,13288970
74874313,katstott,427,6.20,1,13288971
75304084,MissTuk,427,6.20,1,13288971
75313775,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288971
75338722,Marie_eve_78,427,6.20,1,13288971
75394815,CreamCat,427,6.20,1,13288971
74763608,CreamCat,427,6.20,1,13288972
74843227,Mikusan,427,6.20,1,13288972
75198253,ManateeRescue,427,6.20,1,13288972
75246681,Eileenrt,427,6.20,1,13288972
75298468,MissTuk,427,6.20,1,13288972
74762831,clarebear02,427,6.20,1,13288973
74764081,CreamCat,427,6.20,1,13288973
74789669,MissTuk,427,6.20,1,13288973
75410710,ElisabethB,427,6.20,1,13288973
75527441,not-logged-in-895aa5c70a446180cc57,427,6.20,1,13288973
74858459,CreamCat,427,6.20,1,13288974
75296193,MissTuk,427,6.20,1,13288974
75529173,Bates_Norman,427,6.20,1,13288974
75552165,n1176mc172,427,6.20,1,13288974
75623699,leelaht,427,6.20,1,13288974
74756646,katstott,427,6.20,1,13288975
74761633,CreamCat,427,6.20,1,13288975
75060559,Todezotelle,427,6.20,1,13288975
75219825,audreys0205,427,6.20,1,13288975
75292183,ElisabethB,427,6.20,1,13288975
74857967,CreamCat,427,6.20,1,13288976
75015023,durbrow,427,6.20,1,13288976
75221932,audreys0205,427,6.20,1,13288976
75370674,Kodacutie12345,427,6.20,1,13288976
75375781,csbird,427,6.20,1,13288976
74843859,Mikusan,427,6.20,1,13288977
74908947,CreamCat,427,6.20,1,13288977
75158426,Todezotelle,427,6.20,1,13288977
75184401,OneWizardfox,427,6.20,1,13288977
75472527,ElisabethB,427,6.20,1,13288977
74994933,ahagglund,427,6.20,1,13288978
75003491,puckettka023,427,6.20,1,13288978
75202279,marianapinto,427,6.20,1,13288978
75303716,meltonma,427,6.20,1,13288978
75394526,CreamCat,427,6.20,1,13288978
74699541,Kat_Farr,427,6.20,1,13288979
74762604,clarebear02,427,6.20,1,13288979
74866517,MT35,427,6.20,1,13288979
75024699,CreamCat,427,6.20,1,13288979
75247163,Eileenrt,427,6.20,1,13288979
74762674,clarebear02,427,6.20,1,13288980
75265470,qbowen2,427,6.20,1,13288980
75294016,Mikusan,427,6.20,1,13288980
75508300,ElisabethB,427,6.20,1,13288980
75550030,n1176mc172,427,6.20,1,13288980
74883802,LeapingLizards,427,6.20,1,13288981
75184383,ABOJIANG,427,6.20,1,13288981
75219014,not-logged-in-1566007c73488a2c33cf,427,6.20,1,13288981
75345772,TheTreeFrog,427,6.20,1,13288981
75427578,abi1613,427,6.20,1,13288981
74924663,CreamCat,427,6.20,1,13288982
75417737,not-logged-in-8f1773bb71598e91dfc7,427,6.20,1,13288982
75433169,not-logged-in-28bef52139894e8a7f10,427,6.20,1,13288982
75587520,orimayer,427,6.20,1,13288982
75606566,pricek,427,6.20,1,13288982
74762760,clarebear02,427,6.20,1,13288983
74804903,not-logged-in-b870737bfe994995a0ec,427,6.20,1,13288983
74858341,CreamCat,427,6.20,1,13288983
74909413,SlynxT,427,6.20,1,13288983
75300511,MissTuk,427,6.20,1,13288983
74844162,Mikusan,427,6.20,1,13288984
75005606,puckettka023,427,6.20,1,13288984
75061288,Todezotelle,427,6.20,1,13288984
75311320,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288984
75467968,csbird,427,6.20,1,13288984
74673411,clumsyhaze,427,6.20,1,13288985
74790943,KatrinaJ,427,6.20,1,13288985
74875733,Millarhannah,427,6.20,1,13288985
75066829,CreamCat,427,6.20,1,13288985
75127705,areichardt,427,6.20,1,13288985
74847919,Mikusan,427,6.20,1,13288986
74861234,CreamCat,427,6.20,1,13288986
75300812,MissTuk,427,6.20,1,13288986
75417056,mollmsd26,427,6.20,1,13288986
75459001,dhunton,427,6.20,1,13288986
74875752,Millarhannah,427,6.20,1,13288987
74881750,LeapingLizards,427,6.20,1,13288987
74951345,Jemma.mccready,427,6.20,1,13288987
75297032,MissTuk,427,6.20,1,13288987
75447656,not-logged-in-d329304b3ae3b9b16543,427,6.20,1,13288987
75031542,Summion,427,6.20,1,13288988
75156017,Mikusan,427,6.20,1,13288988
75179696,PeterZXY,427,6.20,1,13288988
75308165,MissTuk,427,6.20,0,13288988
75429737,abi1613,427,6.20,1,13288988
74788654,MissTuk,427,6.20,0,13288989
74854953,Mikusan,427,6.20,1,13288989
74879998,CreamCat,427,6.20,0,13288989
75046592,deirdredykes,427,6.20,1,13288989
75158110,Todezotelle,427,6.20,1,13288989
75004603,puckettka023,427,6.20,1,13288990
75024599,CreamCat,427,6.20,1,13288990
75423515,chateaumojo,427,6.20,1,13288990
75528147,not-logged-in-895aa5c70a446180cc57,427,6.20,1,13288990
75764290,not-logged-in-a52e88aa532cb9a8576d,427,6.20,1,13288990
75380752,xibrev,427,6.20,0,13288991
75394392,CreamCat,427,6.20,1,13288991
75523348,Aribear_123,427,6.20,1,13288991
75561374,chateaumojo,427,6.20,1,13288991
75709178,n1176mc172,427,6.20,1,13288991
74756658,katstott,427,6.20,1,13288992
75110101,wilsonsensei,427,6.20,1,13288992
75127568,areichardt,427,6.20,1,13288992
75221886,audreys0205,427,6.20,1,13288992
75466343,lostris87,427,6.20,1,13288992
74861824,CreamCat,427,6.20,1,13288993
75282760,MissTuk,427,6.20,1,13288993
75311128,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288993
75313540,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288993
75507780,ElisabethB,427,6.20,1,13288993
74756178,katstott,427,6.20,1,13288994
74848475,Mikusan,427,6.20,1,13288994
74884554,kalib1,427,6.20,1,13288994
74909419,SlynxT,427,6.20,1,13288994
75181316,jenniferzhongyn,427,6.20,1,13288994
74791201,KatrinaJ,427,6.20,1,13288995
74861428,CreamCat,427,6.20,1,13288995
74864934,MT35,427,6.20,1,13288995
75007031,puckettka023,427,6.20,1,13288995
75181440,alexisbenton,427,6.20,1,13288995
75237680,csbird,427,6.20,1,13288996
75304611,MissTuk,427,6.20,1,13288996
75535878,Bates_Norman,427,6.20,1,13288996
75561767,chateaumojo,427,6.20,1,13288996
75648935,not-logged-in-bd75978f3e51371f929b,427,6.20,1,13288996
74883351,LeapingLizards,427,6.20,1,13288997
75045206,deirdredykes,427,6.20,1,13288997
75258435,qbowen2,427,6.20,1,13288997
75484771,gabbieb,427,6.20,1,13288997
75566186,applepi314,427,6.20,1,13288997
74858175,CreamCat,427,6.20,1,13288998
75260028,joshreichley,427,6.20,1,13288998
75287000,Seqouia_14,427,6.20,1,13288998
75312467,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288998
75624175,leelaht,427,6.20,1,13288998
74735319,20lammas,427,6.20,1,13288999
75031785,CreamCat,427,6.20,1,13288999
75165390,orimayer,427,6.20,1,13288999
75301151,MissTuk,427,6.20,1,13288999
75310240,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13288999
74835839,CreamCat,427,6.20,1,13289000
75168235,treidy,427,6.20,1,13289000
75174655,not-logged-in-87c0dfe796c14bd28240,427,6.20,1,13289000
75528690,Bates_Norman,427,6.20,1,13289000
75726742,chateaumojo,427,6.20,1,13289000
74700972,ElisabethB,427,6.20,1,13289001
75180236,alexisbenton,427,6.20,1,13289001
75375629,csbird,427,6.20,1,13289001
75531916,Kdeyett,427,6.20,1,13289001
75550062,n1176mc172,427,6.20,1,13289001
75110080,wilsonsensei,427,6.20,1,13289002
75173468,TheTreeFrog,427,6.20,1,13289002
75292325,Mikusan,427,6.20,1,13289002
75305103,meltonma,427,6.20,1,13289002
75311609,not-logged-in-f75b6bf902768aaa946d,427,6.20,1,13289002
74861371,CreamCat,427,6.20,1,13289003
75631651,Learch,427,6.20,1,13289003
75708177,oseidler,427,6.20,1,13289003
75757333,Natalie_Hunt,427,6.20,1,13289003
75773789,not-logged-in-9df9f42c1340300b7c8a,427,6.20,1,13289003
74735895,20lammas,427,6.20,1,13289004
74884564,kalib1,427,6.20,1,13289004
75003163,puckettka023,427,6.20,1,13289004
75107011,morgan_elizabeth,427,6.20,1,13289004
75263739,joshreichley,427,6.20,1,13289004
75164147,orimayer,427,6.20,1,13289005
75188833,JessSanchez,427,6.20,1,13289005
75259519,ChrisGutridge,427,6.20,1,13289005
75264829,qbowen2,427,6.20,1,13289005
75293541,Mikusan,427,6.20,1,13289005
74736010,20lammas,427,6.20,1,13289006
74789734,KatrinaJ,427,6.20,1,13289006
75028574,CreamCat,427,6.20,1,13289006
75409013,durbrow,427,6.20,1,13289006
75648519,Chrisotter,427,6.20,1,13289006
75061706,Todezotelle,427,6.20,1,13289007
75339404,Marie_eve_78,427,6.20,1,13289007
75373101,Uganalandia,427,6.20,1,13289007
75512525,JammyGem,427,6.20,1,13289007
75529225,Bates_Norman,427,6.20,1,13289007
74907847,CreamCat,427,6.20,1,13289008
75728826,chateaumojo,427,6.20,1,13289008
75790677,Uganalandia,427,6.20,1,13289008
75796203,Happybun,427,6.20,1,13289008
75802200,not-logged-in-25f11d6549c9de44309f,427,6.20,0,13289008
75802617,not-logged-in-950001031502a40688c8,427,6.20,1,13289008
74752213,rules,427,6.20,1,13289009
75437716,CreamCat,427,6.20,1,13289009
75472573,ElisabethB,427,6.20,1,13289009
75549891,n1176mc172,427,6.20,0,13289009
75599604,Bates_Norman,427,6.20,1,13289009
75014785,durbrow,427,6.20,1,13289010
75217855,audreys0205,427,6.20,1,13289010
75264843,qbowen2,427,6.20,1,13289010
75294230,Mikusan,427,6.20,1,13289010
75658986,not-logged-in-bd75978f3e51371f929b,427,6.20,1,13289010
74675700,durbrow,427,6.20,1,13289011
74857884,CreamCat,427,6.20,1,13289011
74865670,MT35,427,6.20,1,13289011
75285727,20lammas,427,6.20,1,13289011
75529492,Bates_Norman,427,6.20,1,13289011
74851544,Mikusan,427,6.20,1,13289012
75284402,MissTuk,427,6.20,1,13289012
75427857,abi1613,427,6.20,1,13289012
75549595,n1176mc172,427,6.20,1,13289012
75563782,chateaumojo,427,6.20,1,13289012
75191607,MT35,427,6.20,1,13289013
75212191,gummybeary,427,6.20,1,13289013
75393625,CreamCat,427,6.20,1,13289013
75491622,ElisabethB,427,6.20,1,13289013
75587659,orimayer,427,6.20,1,13289013
74762303,CreamCat,427,6.20,1,13289014
75222023,audreys0205,427,6.20,1,13289014
75306869,MissTuk,427,6.20,1,13289014
75641367,not-logged-in-bd75978f3e51371f929b,427,6.20,1,13289014
75675259,applepi314,427,6.20,1,13289014
74788484,KatrinaJ,427,6.20,1,13289015
75246064,orimayer,427,6.20,1,13289015
75294948,MissTuk,427,6.20,1,13289015
75600530,Bates_Norman,427,6.20,1,13289015
75631133,not-logged-in-0d7fa417e8a03093c1af,427,6.20,1,13289015
74974789,Saredi,427,6.20,1,13289016
75238389,marianapinto,427,6.20,1,13289016
75284409,MissTuk,427,6.20,1,13289016
75565087,applepi314,427,6.20,1,13289016
75606496,pricek,427,6.20,1,13289016
75125906,jeffboyer,427,6.20,1,13289017
75158703,Todezotelle,427,6.20,1,13289017
75283203,MissTuk,427,6.20,1,13289017
75526116,Bates_Norman,427,6.20,1,13289017
75550624,n1176mc172,427,6.20,1,13289017
75173215,EmileeL,427,6.20,1,13289018
